id,value
top.Topic8.bangers,0.00868966197156
top.Topic8.sausage,0.00848827674072
top.Topic8.mash,0.00804677436764
top.Topic8.gold,0.00634128004656
top.Topic8.melts,0.00607819672787
top.Topic8.pancakes,0.00571635921003
top.Topic8.dance,0.00561309691298
top.Topic8.screens,0.00454007305954
top.Topic8.layout,0.00440379792908
top.Topic8.bleu,0.00414508917916
top.Topic8.played,0.00398034119589
top.Topic8.imported,0.00384844879625
top.Topic8.toasted,0.00383208412365
top.Topic9,
top.Topic9.monta,0.0758984810572
top.Topic9.pasty,0.0418569570558
top.Topic9.sora,0.0190936682943
top.Topic9.rings,0.00966439555694
top.Topic9.curds,0.00904941359656
top.Topic9.lv,0.0069338731202
top.Topic9.caesar,0.00632857985326
top.Topic9.kraut,0.0048339441624
top.Topic9.pastries,0.00448851700266
top.Topic9.chutney,0.00435970187219
top.Topic9.pear,0.00418095402023
top.Topic9.depth,0.00415275220635
top.Topic9.drafts,0.00382944983693
top.Topic9.skins,0.00380692987423
top.Topic9.mike,0.00375272347691
